ID	choice	rt	choice_cond	state	contrast_left	contrast_right	mu	correct	trials	blocks	contrast	congruence	con_diff_choice	ecoperf
313	1	[464.40000009536743]	3	0	0.114769006460097	0.885230993539902	100	1	1	1	1	1	0.770461987079805	1
313	0	[455.8999996185303]	3	1	0.917738020986126	0.0822619790138731	100	1	2	1	1	1	0.835476041972253	1
313	0	[558.8000001907349]	3	1	0.923364325774265	0.076635674225735	100	1	3	1	1	1	0.84672865154853	1
313	1	[465.5]	3	0	0.083668795253087	0.916331204746913	94	0	4	1	1	1	0.832662409493826	1
313	1	[349.2000002861023]	3	0	0.0580102202192854	0.941989779780714	98	1	5	1	1	1	0.883979559561429	1
313	1	[525]	3	0	0.101502236789404	0.898497763210595	91	0	6	1	1	1	0.796995526421191	1
313	0	[555.0999999046326]	3	1	0.883605071965975	0.116394928034024	84	0	7	1	1	1	0.767210143931951	1
313	1	[372.19999980926514]	3	0	0.123462276617598	0.876537723382401	88	1	8	1	1	1	0.753075446764803	1
313	1	[702.8999996185303]	3	0	0.100223105145611	0.899776894854388	90	1	9	1	1	1	0.799553789708777	1
313	0	[581]	3	1	0.932015823454997	0.0679841765450023	93	1	10	1	1	1	0.864031646909995	1
313	0	[608.4000000953674]	3	1	0.930961694585973	0.0690383054140261	87	0	11	1	1	1	0.861923389171947	1
313	0	[403.59999990463257]	3	1	0.938163615214001	0.0618363847859981	91	1	12	1	1	1	0.876327230428003	1
313	1	[727.8000001907349]	3	0	0.119317431725026	0.880682568274973	93	1	13	1	1	1	0.761365136549947	1
313	1	[420.09999990463257]	3	0	0.0916165259799194	0.90838347402008	89	0	14	1	1	1	0.816766948040161	1
313	1	[384.80000019073486]	3	0	0.090440472797023	0.909559527202977	91	1	15	1	1	1	0.819119054405954	1
313	1	[348.40000009536743,928.5999999046326]	3	0	0.144853043549706	0.855146956450293	90	0	16	1	1	1	0.710293912900587	1
313	1	[381.2999997138977]	3	0	0.0858130909029224	0.914186909097077	92	1	17	1	1	1	0.828373818194155	1
313	0	[707.3000001907349]	3	1	0.861526545369777	0.138473454630222	89	0	18	1	1	1	0.723053090739555	1
313	0	[608.7000002861023]	3	1	0.91149313278738	0.0885068672126193	92	1	19	1	1	1	0.822986265574761	1
313	0	[383.8999996185303]	3	1	0.93987652542911	0.0601234745708891	91	1	20	1	1	1	0.879753050858221	1
313	0	[733.5]	3	1	0.890688479846175	0.109311520153824	89	1	21	1	1	1	0.781376959692351	1
313	0	[593]	3	1	0.896524822392921	0.103475177607079	91	1	22	1	1	1	0.793049644785842	1
313	0	[395.80000019073486]	3	1	0.886989262770359	0.11301073722964	90	0	23	1	1	1	0.773978525540719	1
313	1	[483.40000009536743]	3	0	0.0992715995543215	0.900728400445678	91	1	24	1	1	1	0.801456800891357	1
313	1	[596.8000001907349]	3	1	0.911315652560035	0.0886843474399647	89	0	25	1	1	1	0.82263130512007	0
313	0	[870.4000000953674]	2	0	0.497612471276014	0.502387528723985	50	1	1	2	0	1	0.00477505744797097	1
313	0	[706.5]	2	1	0.598213316576693	0.401786683423306	50	0	2	2	0	1	0.196426633153387	0
313	1	[678.7000002861023]	2	1	0.515650953847097	0.484349046152902	50	1	3	2	0	1	0.0313019076941951	1
313	1	[593.4000000953674]	2	0	0.412647199030476	0.587352800969523	50	0	4	2	0	1	0.174705601939047	0
313	1	[603.4000000953674]	2	0	0.477336213623219	0.52266378637678	61	0	5	2	0	1	0.045327572753561	0
313	1	[615.2999997138977]	2	0	0.428246291625777	0.571753708374223	65	0	6	2	0	1	0.143507416748446	0
313	0	[540.5999999046326]	2	1	0.567010213725714	0.432989786274285	63	0	7	2	0	1	0.134020427451429	0
313	0	[530.2999997138977]	2	0	0.467388168688806	0.532611831311193	64	1	8	2	0	1	0.065223662622387	1
313	0	[483.09999990463257]	2	0	0.417857005202419	0.58214299479758	70	1	9	2	0	1	0.164285989595161	1
313	0	[373.80000019073486]	2	0	0.411873646048574	0.588126353951425	70	1	10	2	0	1	0.176252707902851	1
313	1	[533.1000003814697]	2	1	0.584985541285142	0.415014458714857	64	1	11	2	0	1	0.169971082570285	1
313	1	[632.5999999046326]	2	1	0.539270694716389	0.460729305283611	70	1	12	2	0	1	0.078541389432778	1
313	0	[611.8000001907349]	2	0	0.485427384435298	0.514572615564702	67	1	13	2	0	1	0.029145231129404	1
313	1	[527.7999997138977]	2	1	0.580622570978687	0.419377429021312	70	1	14	2	0	1	0.161245141957375	1
313	0	[474.40000009536743]	2	0	0.436468700018546	0.563531299981453	69	1	15	2	0	1	0.127062599962907	1
313	1	[932.1999998092651]	2	1	0.512726744435393	0.487273255564606	74	1	16	2	0	1	0.025453488870787	1
313	1	[714.0999999046326]	2	1	0.537186767299544	0.462813232700455	78	1	17	2	0	1	0.074373534599089	1
313	0	[768.8000001907349]	2	0	0.464116202086222	0.535883797913777	81	1	18	2	0	1	0.071767595827555	1
313	1	[544.5999999046326]	2	1	0.568019620570819	0.43198037942918	76	1	19	2	0	1	0.136039241141639	1
313	0	[418.19999980926514]	2	0	0.433208899153699	0.5667911008463	76	1	20	2	0	1	0.133582201692601	1
313	0	[448.90000009536743]	2	0	0.454224341453406	0.545775658546593	76	1	21	2	0	1	0.091551317093187	1
313	1	[408.59999990463257]	2	1	0.531576950057493	0.468423049942506	76	1	22	2	0	1	0.0631539001149869	1
313	1	[615.3000001907349]	2	1	0.536529046647402	0.463470953352597	76	1	23	2	0	1	0.0730580932948049	1
313	1	[419.40000009536743]	2	1	0.568615479904515	0.431384520095484	78	1	24	2	0	1	0.137230959809031	1
313	0	[420.5]	2	0	0.434870429866836	0.565129570133163	77	1	25	2	0	1	0.130259140266327	1
313	1	[791.3999996185303]	1	1	0.506015260182291	0.493984739817708	50	0	1	3	1	1	0.012030520364583	0
313	0	[779]	1	0	0.491250693367516	0.508749306632483	50	0	2	3	1	1	0.017498613264967	0
313	1	[423.30000019073486]	1	1	0.563130727753932	0.436869272246067	63	0	3	3	1	1	0.126261455507865	0
313	1	[484.19999980926514]	1	0	0.430132758856914	0.569867241143085	61	0	4	3	1	1	0.139734482286171	1
313	0	[648]	1	1	0.532904204377515	0.467095795622484	63	0	5	3	1	1	0.065808408755031	1
313	1	[911.4000000953674]	1	1	0.521349563436613	0.478650436563386	NaN	0	6	3	1	1	0.042699126873227	0
313	0	[941.9000000953674]	1	0	0.494018406523611	0.505981593476388	64	0	7	3	1	1	0.011963186952777	0
313	1	[435.2000002861023]	1	0	0.454625097563115	0.545374902436884	40	0	8	3	1	1	0.090749804873769	1
313	0	[463.80000019073486]	1	0	0.472763563083367	0.527236436916632	50	0	9	3	1	1	0.054472873833265	0
313	0	[679.5999999046326]	1	1	0.512123841336251	0.487876158663748	61	0	10	3	1	1	0.024247682672503	1
313	1	[603.1000003814697]	1	1	0.533589612725009	0.46641038727499	50	0	11	3	1	1	0.067179225450019	0
313	1	[876]	1	1	0.597791596533469	0.40220840346653	50	1	12	3	1	1	0.195583193066939	0
313	1	[508.59999990463257]	1	1	0.589837554580002	0.410162445419997	50	0	13	3	1	1	0.179675109160005	0
313	0	[509.19999980926514]	1	0	0.41959045145295	0.580409548547049	58	0	14	3	1	1	0.160819097094099	0
313	0	[618.5999999046326]	1	1	0.591185524998956	0.408814475001043	58	1	15	3	1	1	0.182371049997913	1
313	1	[974.7000002861023]	1	1	0.507267687182145	0.492732312817854	50	0	16	3	1	1	0.014535374364291	0
313	0	[724.8000001907349]	1	1	0.540112741164488	0.459887258835511	60	1	17	3	1	1	0.080225482328977	1
313	0	[569.3000001907349]	1	1	0.555460679243007	0.444539320756992	58	0	18	3	1	1	0.110921358486015	1
313	0	[481.30000019073486]	1	1	0.581202925959166	0.418797074040833	61	1	19	3	1	1	0.162405851918333	1
313	1	[498.2000002861023]	1	0	0.483669550165745	0.516330449834254	58	0	20	3	1	1	0.032660899668509	1
313	1	[632.0999999046326]	1	0	0.485075649624134	0.514924350375865	60	1	21	3	1	1	0.029848700751731	1
313	1	[443.1000003814697]	1	0	0.476632783367774	0.523367216632225	NaN	0	22	3	1	1	0.046734433264451	1
313	1	[440.19999980926514]	1	0	0.441765945733384	0.558234054266615	62	1	23	3	1	1	0.116468108533231	1
313	1	[423.19999980926514]	1	0	0.413861052319994	0.586138947680005	60	0	24	3	1	1	0.172277895360011	1
