state,action,reward,state_0,state_1,mu,trials,correct,contrast_diff,subjective_obs,condition,contrast,value_a1,congruence,choice_cond
1,1,0,0,1,0.333333333333333,1,1,0.00526315789473684,0.00540401128266896,NaN,1,0.5,1,3
0,1,1,1,0,0.25,2,0,-0.0789473684210526,-0.0788978257015144,NaN,1,0.333333333333333,1,3
0,1,1,1,0,0.2,3,0,-0.0368421052631579,-0.0366373277516122,NaN,1,0.25,1,3
1,0,0,0,1,0.333333333333334,4,0,0.0789473684210526,0.0789626994031512,NaN,1,0.8,1,3
1,0,0,0,1,0.428571428571427,5,0,0.0578947368421053,0.0580074300919474,NaN,1,0.666666666666666,1,3
1,0,0,0,1,0.5,6,0,0.0789473684210526,0.0788748055195081,NaN,1,0.571428571428573,1,3
1,0,0,0,1,0.55555555555555,7,0,0.1,0.0998854850472654,NaN,1,0.5,1,3
0,0,0,1,0,0.499999999999929,8,1,-0.0578947368421053,-0.0578399582438397,NaN,1,0.55555555555555,1,3
1,0,0,0,1,0.545454545454618,9,0,0.0157894736842105,0.0156703243624422,NaN,1,0.500000000000071,1,3
0,0,0,1,0,0.500000000000057,10,1,-0.068421052631579,-0.068533411902831,NaN,1,0.545454545454618,1,3
1,1,1,0,1,0.538461538460979,11,1,0.0789473684210526,0.0789060803731216,NaN,1,0.499999999999943,1,3
0,0,1,1,0,0.571428571430033,12,1,-0.0473684210526316,-0.0473874282415029,NaN,1,0.538461538460979,1,3
1,1,1,0,1,0.599999999999227,13,1,0.0578947368421053,0.057925638544244,NaN,1,0.428571428569967,1,3
0,0,1,1,0,0.624999999997726,14,1,-0.0473684210526316,-0.0472268368841688,NaN,1,0.599999999999227,1,3
1,1,0,0,1,0.588235294090737,15,1,0.0368421052631579,0.0368219885162664,NaN,1,0.375000000002274,1,3
1,1,1,0,1,0.611111111082209,16,1,0.068421052631579,0.0684069120595766,NaN,1,0.411764705909263,1,3
1,1,1,0,1,0.631578947351954,17,1,0.00526315789473684,0.00515292517909511,NaN,1,0.388888888917791,1,3
1,1,0,0,1,0.59999999984575,18,1,0.0263157894736842,0.0265134597468397,NaN,1,0.368421052648046,1,3
0,0,1,1,0,0.619047619256889,19,1,-0.0894736842105263,-0.0893468933907736,NaN,1,0.59999999984575,1,3
1,1,1,0,1,0.63636363625119,20,1,0.0263157894736842,0.0263362731299236,NaN,1,0.380952380743111,1,3
0,0,1,1,0,0.652173913025763,21,1,-0.0263157894736842,-0.0264329703965007,NaN,1,0.63636363625119,1,3
1,1,0,0,1,0.625000004947651,22,1,0.0578947368421053,0.0578116306686616,NaN,1,0.347826086974237,1,3
1,1,1,0,1,0.639999986393377,23,1,0.068421052631579,0.0684013769814267,NaN,1,0.374999995052349,1,3
0,0,0,1,0,0.615384596167132,24,1,-0.068421052631579,-0.068336346470649,NaN,1,0.639999986393377,1,3
1,1,1,0,1,0.629629663191736,25,1,0.0368421052631579,0.0367918950712362,NaN,1,0.384615403832868,1,3
1,1,1,0,1,0.666666666666667,1,1,0.0578947368421053,0.05782137973529,NaN,1,0.5,0,3
0,0,0,1,0,0.5,2,1,-0.0263157894736842,-0.0262071277215288,NaN,1,0.666666666666667,0,3
1,1,1,0,1,0.6,3,1,0.0789473684210526,0.0789354725382147,NaN,1,0.5,0,3
0,0,1,1,0,0.666666666666667,4,1,-0.1,-0.0999090249927968,NaN,1,0.6,0,3
0,0,1,1,0,0.714285714285714,5,1,-0.0368421052631579,-0.0370361638557185,NaN,1,0.666666666666667,0,3
1,1,1,0,1,0.75,6,1,0.068421052631579,0.0685358770663994,NaN,1,0.285714285714286,0,3
0,0,0,1,0,0.666666666666668,7,1,-0.0473684210526316,-0.0471957335424645,NaN,1,0.75,0,3
1,1,1,0,1,0.699999999999999,8,1,0.0789473684210526,0.0790068486425813,NaN,1,0.333333333333332,0,3
1,1,0,0,1,0.636363636363626,9,1,0.0263157894736842,0.0263879166033625,NaN,1,0.300000000000001,0,3
1,1,0,0,1,0.583333333333144,10,1,0.00526315789473684,0.00524200936694589,NaN,1,0.363636363636374,0,3
1,1,1,0,1,0.615384615384585,11,1,0.0157894736842105,0.0159321155604538,NaN,1,0.416666666666856,0,3
1,1,1,0,1,0.642857142856542,12,1,0.068421052631579,0.0684521159673978,NaN,1,0.384615384615415,0,3
0,0,0,1,0,0.600000000000136,13,1,-0.00526315789473684,-0.00537460302835262,NaN,1,0.642857142856542,0,3
0,0,1,1,0,0.625000000000909,14,1,-0.0789473684210526,-0.0788169519231876,NaN,1,0.600000000000136,0,3
0,0,1,1,0,0.647058823529733,15,1,-0.0789473684210526,-0.0789355335513808,NaN,1,0.625000000000909,0,3
1,1,0,0,1,0.611111111125865,16,1,0.068421052631579,0.0683433142188371,NaN,1,0.352941176470267,0,3
0,0,1,1,0,0.631578947366506,17,1,-0.0789473684210526,-0.0789876403623688,NaN,1,0.611111111125865,0,3
0,0,0,1,0,0.599999999976717,18,1,-0.0368421052631579,-0.0369808863584027,NaN,1,0.631578947366506,0,3
0,0,0,1,0,0.571428571187425,19,1,-0.0368421052631579,-0.0367701041397786,NaN,1,0.599999999976717,0,3
0,0,1,1,0,0.590909091377398,20,1,-0.0473684210526316,-0.0473876679571466,NaN,1,0.571428571187425,0,3
0,0,1,1,0,0.608695651753806,21,1,-0.0473684210526316,-0.0473998041445542,NaN,1,0.590909091377398,0,3
1,1,1,0,1,0.625000004249159,22,1,0.068421052631579,0.0684819101711589,NaN,1,0.391304348246194,0,3
0,0,0,1,0,0.60000000637956,23,1,-0.0473684210526316,-0.0473051184109245,NaN,1,0.625000004249159,0,3
0,0,0,1,0,0.576922989916056,24,1,-0.068421052631579,-0.0684609580448116,NaN,1,0.60000000637956,0,3
0,0,0,1,0,0.5555554991588,25,1,-0.0157894736842105,-0.0158723035663322,NaN,1,0.576922989916056,0,3
1,0,0,0,1,0.666666666666667,1,0,0.0157894736842105,0.0158255872992344,NaN,0,0.5,1,3
1,1,1,0,1,0.75,2,1,0.0368421052631579,0.0369917960616029,NaN,0,0.333333333333333,1,3
1,1,1,0,1,0.8,3,1,0.00526315789473684,0.00511255607911374,NaN,0,0.25,1,3
1,1,1,0,1,0.833333333333333,4,1,0.0157894736842105,0.0158995474609604,NaN,0,0.2,1,3
1,1,0,0,1,0.714285714285714,5,1,0.00526315789473684,0.00532646703291412,NaN,0,0.166666666666667,1,3
0,0,1,1,0,0.75,6,1,-0.0263157894736842,-0.0264633797063842,NaN,0,0.714285714285714,1,3
1,1,1,0,1,0.777777777777778,7,1,0.0263157894736842,0.0261781320862021,NaN,0,0.25,1,3
0,0,0,1,0,0.700000000000003,8,1,-0.0368421052631579,-0.0369376308112081,NaN,0,0.777777777777778,1,3
1,1,1,0,1,0.72727272727272,9,1,0.0894736842105263,0.0894285480370762,NaN,0,0.299999999999997,1,3
0,0,1,1,0,0.750000000000007,10,1,-0.0473684210526316,-0.0473463852055798,NaN,0,0.72727272727272,1,3
0,0,1,1,0,0.769230769230759,11,1,-0.0789473684210526,-0.0790103368160641,NaN,0,0.750000000000007,1,3
1,1,1,0,1,0.785714285714306,12,1,0.0473684210526316,0.0473932062337037,NaN,0,0.230769230769241,1,3
0,0,1,1,0,0.799999999999983,13,1,-0.0473684210526316,-0.047387379232545,NaN,0,0.785714285714306,1,3
1,1,1,0,1,0.8125,14,1,0.0368421052631579,0.0367403649852899,NaN,0,0.200000000000017,1,3
1,1,1,0,1,0.82352941176471,15,1,0.0789473684210526,0.0791178655723764,NaN,0,0.1875,1,3
1,1,0,0,1,0.777777777777715,16,1,0.0894736842105263,0.0893973063771234,NaN,0,0.17647058823529,1,3
0,0,1,1,0,0.789473684210861,17,1,-0.00526315789473684,-0.00534248315007002,NaN,0,0.777777777777715,1,3
0,0,0,1,0,0.750000000004093,18,1,-0.0263157894736842,-0.026399250249857,NaN,0,0.789473684210861,1,3
0,0,1,1,0,0.761904761903679,19,1,-0.00526315789473684,-0.00525640777168504,NaN,0,0.750000000004093,1,3
1,1,1,0,1,0.772727272727934,20,1,0.00526315789473684,0.00530172511816209,NaN,0,0.238095238096321,1,3
1,1,1,0,1,0.782608695657473,21,1,0.068421052631579,0.0684074670602489,NaN,0,0.227272727272066,1,3
1,1,0,0,1,0.750000000061846,22,1,0.0263157894736842,0.026514603633417,NaN,0,0.217391304342527,1,3
1,1,1,0,1,0.759999999936554,23,1,0.00526315789473684,0.00527855424503757,NaN,0,0.249999999938154,1,3
1,1,1,0,1,0.769230769241403,24,1,0.1,0.100066225232098,NaN,0,0.240000000063446,1,3
0,0,1,1,0,0.777777777839219,25,1,-0.068421052631579,-0.0683905921530275,NaN,0,0.769230769241403,1,3
0,0,1,1,0,0.666666666666667,1,1,-0.00526315789473684,-0.00521728780079633,NaN,0,0.5,0,3
1,1,1,0,1,0.75,2,1,0.0578947368421053,0.057938306255308,NaN,0,0.333333333333333,0,3
1,1,0,0,1,0.6,3,1,0.0157894736842105,0.0157669356671349,NaN,0,0.25,0,3
0,0,1,1,0,0.666666666666667,4,1,-0.0894736842105263,-0.0894235082402693,NaN,0,0.6,0,3
1,1,0,0,1,0.571428571428573,5,1,0.1,0.100080776189024,NaN,0,0.333333333333333,0,3
1,1,1,0,1,0.624999999999996,6,1,0.1,0.100099056169234,NaN,0,0.428571428571427,0,3
0,0,1,1,0,0.666666666666668,7,1,-0.068421052631579,-0.0684367478861542,NaN,0,0.624999999999996,0,3
0,0,1,1,0,0.700000000000003,8,1,-0.0789473684210526,-0.0790057718573442,NaN,0,0.666666666666668,0,3
0,0,0,1,0,0.63636363636364,9,1,-0.0473684210526316,-0.0473513142204075,NaN,0,0.700000000000003,0,3
0,0,0,1,0,0.583333333333428,10,1,-0.0263157894736842,-0.0262617531579964,NaN,0,0.63636363636364,0,3
1,1,1,0,1,0.615384615384471,11,1,0.0263157894736842,0.0260759925562696,NaN,0,0.416666666666572,0,3
1,1,1,0,1,0.642857142857338,12,1,0.0789473684210526,0.0789311485550913,NaN,0,0.384615384615529,0,3
0,0,1,1,0,0.66666666666697,13,1,-0.068421052631579,-0.0683664413538048,NaN,0,0.642857142857338,0,3
0,0,1,1,0,0.687499999998863,14,1,-0.00526315789473684,-0.00509432780979037,NaN,0,0.66666666666697,0,3
0,0,1,1,0,0.705882352941217,15,1,-0.0368421052631579,-0.0368044931158977,NaN,0,0.687499999998863,0,3
0,0,1,1,0,0.722222222222626,16,1,-0.1,-0.0999475260468645,NaN,0,0.705882352941217,0,3
1,1,1,0,1,0.736842105264259,17,1,0.0263157894736842,0.0263974782432502,NaN,0,0.277777777777374,0,3
0,0,0,1,0,0.699999999989814,18,1,-0.0263157894736842,-0.02625705617485,NaN,0,0.736842105264259,0,3
0,0,1,1,0,0.714285714298967,19,1,-0.0263157894736842,-0.0262622582636804,NaN,0,0.699999999989814,0,3
1,1,1,0,1,0.727272727272066,20,1,0.0894736842105263,0.0895486250148699,NaN,0,0.285714285701033,0,3
0,0,0,1,0,0.695652173802955,21,1,-0.1,-0.100131826929752,NaN,0,0.727272727272066,0,3
0,0,0,1,0,0.666666666948004,22,1,-0.0894736842105263,-0.0895249767868361,NaN,0,0.695652173802955,0,3
0,0,1,1,0,0.679999999934807,23,1,-0.1,-0.100086567862472,NaN,0,0.666666666948004,0,3
0,0,1,1,0,0.692307693127077,24,1,-0.0157894736842105,-0.0157556179946847,NaN,0,0.679999999934807,0,3
0,0,1,1,0,0.703703701496124,25,1,-0.00526315789473684,-0.00527781536239696,NaN,0,0.692307693127077,0,3
1,1,0,0,1,0.333333333333333,1,1,0.0157894736842105,0.0156284422243145,NaN,1,0.5,1,3
1,0,1,0,1,0.25,2,0,0.0473684210526316,0.0474091176873995,NaN,1,0.666666666666667,1,3
0,1,1,1,0,0.2,3,0,-0.0789473684210526,-0.0790131736231337,NaN,1,0.25,1,3
1,0,0,0,1,0.333333333333334,4,0,0.1,0.0999941984696691,NaN,1,0.8,1,3
0,1,0,1,0,0.428571428571427,5,0,-0.0368421052631579,-0.036766101394608,NaN,1,0.333333333333334,1,3
0,1,1,1,0,0.375000000000004,6,0,-0.0789473684210526,-0.0790854195840497,NaN,1,0.428571428571427,1,3
1,0,0,0,1,0.44444444444445,7,0,0.0368421052631579,0.0369315142546977,NaN,1,0.624999999999996,1,3
1,0,0,0,1,0.500000000000043,8,0,0.0473684210526316,0.0473651566883898,NaN,1,0.55555555555555,1,3
0,1,0,1,0,0.54545454545439,9,0,-0.0578947368421053,-0.0577886678816326,NaN,1,0.500000000000043,1,3
0,0,1,1,0,0.583333333333428,10,1,-0.0894736842105263,-0.0893292540419115,NaN,1,0.54545454545439,1,3
0,0,0,1,0,0.538461538462116,11,1,-0.0368421052631579,-0.0368520629329126,NaN,1,0.583333333333428,1,3
1,1,0,0,1,0.500000000003638,12,1,0.0368421052631579,0.0368408858254956,NaN,1,0.461538461537884,1,3
0,1,0,1,0,0.533333333334213,13,0,-0.068421052631579,-0.0684911620263082,NaN,1,0.500000000003638,1,3
1,1,1,0,1,0.562499999999091,14,1,0.0789473684210526,0.0789137824449068,NaN,1,0.466666666665787,1,3
0,0,0,1,0,0.52941176468812,15,1,-0.0157894736842105,-0.0157833850876438,NaN,1,0.562499999999091,1,3
0,0,0,1,0,0.499999999832653,16,1,-0.0157894736842105,-0.015891942121787,NaN,1,0.52941176468812,1,3
0,0,1,1,0,0.526315789786167,17,1,-0.0578947368421053,-0.0577319187685001,NaN,1,0.499999999832653,1,3
1,1,1,0,1,0.549999999901047,18,1,0.0157894736842105,0.0159069531641683,NaN,1,0.473684210213833,1,3
1,1,1,0,1,0.571428571711294,19,1,0.00526315789473684,0.00548076898507538,NaN,1,0.450000000098953,1,3
1,1,1,0,1,0.590909090562491,20,1,0.0263157894736842,0.0262964452361525,NaN,1,0.428571428288706,1,3
0,0,1,1,0,0.608695652277675,21,1,-0.0578947368421053,-0.0577268438506306,NaN,1,0.590909090562491,1,3
