state,action,reward,state_0,state_1,mu,trials,correct,contrast_diff,subjective_obs,condition,contrast,value_a1,congruence
0,0,1,0.443502684714255,0.556497315285745,0.467375107208563,20,1,-0.0368421052631579,0.206162749206056,NaN,NaN,0.501717887953028,NaN
0,0,1,0.400827581772442,0.599172418227558,0.437310057252976,21,1,-0.0894736842105263,0.365175667667149,NaN,NaN,0.506470979025083,NaN
0,0,1,0.371216975892597,0.628783024107403,0.399985346590796,22,1,-0.0473684210526316,0.478694763078116,NaN,NaN,0.516146800816163,NaN
1,1,1,0.487739604634418,0.512260395365582,0.403476941745753,23,1,0.00526315789473684,0.0445572763691178,NaN,NaN,0.502452438386297,NaN
0,1,0,0.471061847600976,0.528938152399024,0.395325271103445,24,0,-0.0473684210526316,0.105264701456981,NaN,NaN,0.505586397939563,NaN
1,0,0,0.453941788193947,0.546058211806053,0.408531186804662,25,0,0.0157894736842105,0.167828201371962,NaN,NaN,0.509642261668517,NaN
0,1,0,0.540699775196659,0.459300224803341,0.51356659173222,1,0,-0.0789473684210526,-0.148210651744826,NaN,NaN,0.5,NaN
0,0,1,0.504140071466771,0.495859928533229,0.514943258302883,2,1,-0.068421052631579,-0.015043365392948,NaN,NaN,0.500112333318664,NaN
1,1,1,0.548625963521615,0.451374036478385,0.498727994102639,3,1,0.0473684210526316,-0.177242434852975,NaN,NaN,0.50145326066626,NaN
1,1,1,0.257722402918478,0.742277597081522,0.579411308678691,4,1,0.0263157894736842,0.96075599771139,NaN,NaN,0.500616357064573,NaN
1,0,0,0.588139762755402,0.411860237244598,0.551567502934592,5,0,0.0473684210526316,-0.323631477297632,NaN,NaN,0.513998587814072,NaN
0,0,1,0.638735439158842,0.361264560841158,0.593912251128191,6,1,-0.0368421052631579,-0.517640881048154,NaN,NaN,0.514308480331911,NaN
1,0,0,0.566688627942962,0.433311372057038,0.573599347324783,7,0,0.0157894736842105,-0.243763965255644,NaN,NaN,0.512525758349548,NaN
0,0,1,0.465946841238647,0.534053158761353,0.56314985586862,8,1,-0.0578947368421053,0.123924231808599,NaN,NaN,0.494987419481634,NaN
1,1,1,0.332473112860199,0.667526887139801,0.612454088705386,9,1,0.0789473684210526,0.633111497216113,NaN,NaN,0.478841402446006,NaN
1,1,1,0.531038826647673,0.468961173352327,0.60353858302861,10,1,0.0789473684210526,-0.112925053868524,NaN,NaN,0.506980885930297,NaN
0,0,1,0.545418016348523,0.454581983651477,0.616343814134951,11,1,-0.0578947368421053,-0.165482447408338,NaN,NaN,0.509405034113393,NaN
1,0,0,0.578115069478154,0.421884930521846,0.593578145252467,12,0,0.0578947368421053,-0.286171693459246,NaN,NaN,0.51817641024901,NaN
0,0,1,0.547798841275697,0.452201158724303,0.607205136920898,13,1,-0.0157894736842105,-0.174208918987239,NaN,NaN,0.508945853823594,NaN
1,0,0,0.540584646347824,0.459415353652176,0.595477734720927,14,0,0.0894736842105263,-0.147789552003905,NaN,NaN,0.508701765137209,NaN
0,0,1,0.536854752162754,0.463145247837246,0.605973544263692,15,1,-0.0894736842105263,-0.134155241966971,NaN,NaN,0.507037616500402,NaN
1,1,1,0.534433192534438,0.465566807465562,0.5960485425941,16,1,0.0157894736842105,-0.12531158624391,NaN,NaN,0.507298014906377,NaN
0,0,1,0.451919242984752,0.548080757015248,0.581932728505093,17,1,-0.0894736842105263,0.175242750887894,NaN,NaN,0.490763826723729,NaN
1,0,0,0.637437450398097,0.362562549601903,0.539734383993569,18,0,0.0894736842105263,-0.512535957149979,NaN,NaN,0.522521250619799,NaN
0,1,0,0.414784754049163,0.585215245950837,0.51373342271388,19,0,-0.0157894736842105,0.312676553015303,NaN,NaN,0.493228049390566,NaN
0,1,0,0.507762217259469,0.492237782740531,0.516081633998592,20,0,-0.00526315789473684,-0.0282064143324802,NaN,NaN,0.500213203621643,NaN
1,0,0,0.461028253452309,0.538971746547691,0.527841118313408,21,0,0.1,0.141891788925722,NaN,NaN,0.498746541271468,NaN
1,1,1,0.4698149821983,0.5301850178017,0.536902406835599,22,1,0.00526315789473684,0.109811073321928,NaN,NaN,0.498319230696181,NaN
0,0,1,0.581450704733416,0.418549295266584,0.561033591301755,23,1,-0.0789473684210526,-0.298607885483263,NaN,NaN,0.506011454086237,NaN
1,0,0,0.576780128761699,0.423219871238301,0.53804729759659,24,0,0.0368421052631579,-0.281202149727005,NaN,NaN,0.509372333997875,NaN
0,1,0,0.424707114383847,0.575292885616153,0.515380881095782,25,0,-0.0578947368421053,0.275670534144136,NaN,NaN,0.494270618348112,NaN
1,1,1,0.426500415329058,0.573499584670942,0.524499861556981,1,1,0.0578947368421053,0.269007291890128,NaN,NaN,0.5,NaN
0,0,1,0.559327026651424,0.440672973348576,0.544019606422049,2,1,-0.00526315789473684,-0.216584128454544,NaN,NaN,0.502907007879094,NaN
0,1,0,0.46445750010963,0.53554249989037,0.532319584350155,3,0,-0.0789473684210526,0.129362071987912,NaN,NaN,0.49687086628714,NaN
1,1,1,0.412249605714514,0.587750394285486,0.560867963527824,4,1,0.0789473684210526,0.322171619681826,NaN,NaN,0.494327887460262,NaN
0,1,0,0.511410894127908,0.488589105872092,0.564524958856033,5,0,-0.0473684210526316,-0.0414688707217071,NaN,NaN,0.501389115775195,NaN
0,0,1,0.593931708960478,0.406068291039522,0.593896306297977,6,1,-0.0368421052631579,-0.345397085519758,NaN,NaN,0.512121879311903,NaN
1,1,1,0.529711347319822,0.470288652680178,0.584645523070307,7,1,0.0368421052631579,-0.108083798115423,NaN,NaN,0.505579571536935,NaN
1,1,1,0.443654182798745,0.556345817201255,0.60187306880895,8,1,0.0473684210526316,0.205605191846921,NaN,NaN,0.490461157660352,NaN
1,1,1,0.37001864576548,0.62998135423452,0.639349103321294,9,1,0.0157894736842105,0.483360783062724,NaN,NaN,0.473516801112372,NaN
0,1,0,0.374763057893279,0.625236942106721,0.601610747451841,10,0,-0.0157894736842105,0.464922913062041,NaN,NaN,0.465096688829455,NaN
1,0,0,0.676818734166337,0.323181265833664,0.544789306319336,11,0,0.0473684210526316,-0.671408246394204,NaN,NaN,0.53593336748426,NaN
0,1,0,0.449599102714552,0.550400897285448,0.528939459747526,12,0,-0.0368421052631579,0.183755443823013,NaN,NaN,0.495485157545425,NaN
1,0,0,0.433103062341818,0.566896937658182,0.549776567785635,13,0,0.0789473684210526,0.244534588447828,NaN,NaN,0.496128077530817,NaN
1,1,1,0.365665762508374,0.634334237491626,0.59025315182388,14,1,0.0789473684210526,0.500362853358673,NaN,NaN,0.486626605443133,NaN
1,1,1,0.444363355075673,0.555636644924327,0.606266984943756,15,1,0.0368421052631579,0.202995740026492,NaN,NaN,0.489957234877347,NaN
0,1,0,0.443622715950156,0.556377284049844,0.589738713168506,16,0,-0.1,0.205720995902765,NaN,NaN,0.488017912009411,NaN
1,1,1,0.446303780189005,0.553696219810995,0.605164150410251,17,1,0.0894736842105263,0.19586002366506,NaN,NaN,0.490362740664296,NaN
0,0,1,0.57710713783592,0.42289286216408,0.626502354467158,18,1,-0.068421052631579,-0.282419108492212,NaN,NaN,0.516217813282161,NaN
0,0,1,0.597626704480792,0.402373295519208,0.651993477571135,19,1,-0.0263157894736842,-0.359333433041649,NaN,NaN,0.524700015951379,NaN
1,0,0,0.522801906555505,0.477198093444495,0.646041423957562,20,0,0.1,-0.0829085258969933,NaN,NaN,0.506931482145247,NaN
0,1,0,0.451736501347761,0.548263498652239,0.633073726494508,21,0,-0.0473684210526316,0.175912955153722,NaN,NaN,0.485903059863306,NaN
0,1,0,0.494855614649736,0.505144385350264,0.631688646988029,22,0,-0.0157894736842105,0.0186928727159619,NaN,NaN,0.498630834941833,NaN
0,0,1,0.485339659671268,0.514660340328732,0.62771008265964,23,1,-0.0789473684210526,0.0532838476941147,NaN,NaN,0.496138799235451,NaN
1,1,1,0.400568962428108,0.599431037571892,0.653398254334243,24,1,0.0473684210526316,0.366153878266135,NaN,NaN,0.47460330794552,NaN
1,1,1,0.498730734173742,0.501269265826258,0.653721298271192,25,1,0.068421052631579,0.00461190951463669,NaN,NaN,0.499610593675932,NaN
1,1,1,0.529728524906086,0.470271475093914,0.490090491697971,1,1,0.0578947368421053,-0.108146434059056,NaN,NaN,0.5,NaN
1,1,1,0.472560114842017,0.527439885157983,0.499236289424169,2,1,0.0578947368421053,0.0998033910061527,NaN,NaN,0.50054383153956,NaN
0,0,1,0.471845307399802,0.528154692600198,0.489860438952476,3,1,-0.0789473684210526,0.102408694039679,NaN,NaN,0.500043004072996,NaN
0,0,1,0.63807831042202,0.36192168957798,0.53605151637694,4,1,-0.1,-0.515055438605777,NaN,NaN,0.497199893084274,NaN
1,0,0,0.481416467643465,0.518583532356535,0.542100319975469,5,0,0.068421052631579,0.067554649851864,NaN,NaN,0.498660070957814,NaN
1,0,0,0.485175711022735,0.514824288977265,0.546909039854056,6,0,0.0578947368421053,0.0538800753381898,NaN,NaN,0.498751785381297,NaN
1,0,0,0.539902565421835,0.460097434578165,0.533877267755857,7,0,0.00526315789473684,-0.145295069210947,NaN,NaN,0.503743582063304,NaN
1,1,1,0.344832669259072,0.655167330740928,0.583472437521598,8,1,0.1,0.582989077776722,NaN,NaN,0.489486709579056,NaN
1,1,1,0.446088777101971,0.553911222898029,0.599815039919344,9,1,0.0578947368421053,0.196650375797803,NaN,NaN,0.490999797629863,NaN
0,0,1,0.694756140594268,0.305243859405732,0.654252531384967,10,1,-0.0368421052631579,-0.74701851624201,NaN,NaN,0.538879183895908,NaN
1,0,0,0.577936722098128,0.422063277901872,0.632591996559938,11,0,0.0789473684210526,-0.285507521183129,NaN,NaN,0.524043873342966,NaN
1,0,0,0.599695747935836,0.400304252064164,0.603415919272136,12,0,0.0157894736842105,-0.367155344346025,NaN,NaN,0.526437716534698,NaN
0,1,0,0.530329861958832,0.469670138041168,0.612124300738327,13,0,-0.0578947368421053,-0.110339297857504,NaN,NaN,0.506273181111739,NaN
0,0,1,0.618968273771022,0.381031726228978,0.644475768161432,14,1,-0.068421052631579,-0.440703483697259,NaN,NaN,0.526678469013243,NaN
1,1,1,0.47214133943023,0.52785866056977,0.651776755988621,15,1,0.0473684210526316,0.101329677393079,NaN,NaN,0.491950197228468,NaN
0,1,0,0.460149402670705,0.539850597329295,0.641095413885426,16,0,-0.0157894736842105,0.145105035784808,NaN,NaN,0.487903211226302,NaN
1,1,1,0.387047972080949,0.612952027919051,0.669554366062398,17,1,0.0578947368421053,0.417602765262196,NaN,NaN,0.468125973743126,NaN
1,0,0,0.520394614805264,0.479605385194736,0.664435385428572,18,0,0.00526315789473684,-0.0741452511369979,NaN,NaN,0.506915991968787,NaN
0,1,0,0.451681358742662,0.548318641257338,0.651906936328579,19,0,-0.0789473684210526,0.176115199799393,NaN,NaN,0.484109411202929,NaN
1,1,1,0.451881881863315,0.548118118136685,0.664018466316046,20,1,0.0578947368421053,0.175379768794559,NaN,NaN,0.485381048183919,NaN
0,0,1,0.607439925743875,0.392560074256125,0.689179653877192,21,1,-0.0157894736842105,-0.396553657565148,NaN,NaN,0.53524426368324,NaN
0,1,0,0.407325587361354,0.592674412638646,0.666168636261583,22,0,-0.0894736842105263,0.340664170620171,NaN,NaN,0.464935773387498,NaN
1,0,0,0.658916150969723,0.341083849030277,0.622375169801934,23,0,0.0473684210526316,-0.598098432618177,NaN,NaN,0.552813760173157,NaN
0,0,1,0.509173675755566,0.490826324244434,0.624830632420071,24,1,-0.1,-0.0333364455689125,NaN,NaN,0.502245260256591,NaN
1,0,0,0.604462482749464,0.395537517250536,0.595340288507964,25,0,0.0157894736842105,-0.385227383318339,NaN,NaN,0.526080235571573,NaN
0,0,1,0.516603728887526,0.483396271112474,0.505534576295842,1,1,-0.00526315789473684,-0.0603520887906627,NaN,NaN,0.5,NaN
1,1,1,0.459314634837633,0.540685365162367,0.519079179969922,2,1,0.0894736842105263,0.148157944177316,NaN,NaN,0.499549647484769,NaN
0,0,1,0.465953286753669,0.534046713246331,0.5077422221763,3,1,-0.068421052631579,0.123900703004843,NaN,NaN,0.498700833261178,NaN
1,1,1,0.589317147698392,0.410682852301608,0.477949405145493,4,1,0.0157894736842105,-0.328048362510707,NaN,NaN,0.501383026403269,NaN
1,0,0,0.517431295591013,0.482568704408987,0.472202528918127,5,0,0.068421052631579,-0.0633625483022161,NaN,NaN,0.499231259126267,NaN
1,1,1,0.379896437572274,0.620103562427726,0.512307286521574,6,1,0.0157894736842105,0.44507815582036,NaN,NaN,0.506677150606829,NaN
1,1,1,0.436308243442934,0.563691756557066,0.533153869598462,7,1,0.1,0.232686795523157,NaN,NaN,0.49843225460598,NaN
1,0,0,0.578771364519909,0.421228635480091,0.507252334531726,8,0,0.1,-0.288616414214622,NaN,NaN,0.505223151094772,NaN
0,0,1,0.368328866712623,0.631671133287377,0.464064594166874,9,1,-0.0789473684210526,0.489950991767764,NaN,NaN,0.498090153786457,NaN
0,1,0,0.545992937843765,0.454007062156235,0.478914903682659,10,0,-0.00526315789473684,-0.167589004270961,NaN,NaN,0.496694450226253,NaN
1,1,1,0.525941343476457,0.474058656523543,0.470570998534406,11,1,0.0368421052631579,-0.0943428786474636,NaN,NaN,0.498906048548395,NaN
1,0,0,0.430675311852161,0.569324688147839,0.493024989823445,12,0,0.1,0.253522350014214,NaN,NaN,0.504080312698209,NaN
0,1,0,0.467658780795662,0.532341219204338,0.482610565323038,13,0,-0.0368421052631579,0.11767637309034,NaN,NaN,0.500451160666145,NaN
0,1,0,0.575356260176563,0.424643739823437,0.506968241915235,14,0,-0.0157894736842105,-0.27590614396689,NaN,NaN,0.497379194472319,NaN
1,0,0,0.403887456148548,0.596112543851452,0.537750296768246,15,0,0.0789473684210526,0.353617550230086,NaN,NaN,0.498660529086709,NaN
1,0,0,0.446726507038499,0.553273492961501,0.554468020497271,16,0,0.00526315789473684,0.194306292852443,NaN,NaN,0.495977819661645,NaN
0,0,1,0.473591500468847,0.526408499531153,0.546172785750347,17,1,-0.00526315789473684,0.0960449542598185,NaN,NaN,0.49712316261247,NaN
1,0,0,0.453309968581934,0.546690031418066,0.560712944399046,18,0,0.1,0.170143811391321,NaN,NaN,0.495688382365313,NaN
1,1,1,0.448782908258423,0.551217091741577,0.576403896748893,19,1,0.0473684210526316,0.186751986338436,NaN,NaN,0.493780919113626,NaN
0,0,1,0.544620619986884,0.455379380013116,0.58982243488996,20,1,-0.0368421052631579,-0.162561457197824,NaN,NaN,0.506818378484699,NaN
0,1,0,0.478473060136634,0.521526939863366,0.583326193467867,21,0,-0.068421052631579,0.0782668055104783,NaN,NaN,0.496132795691485,NaN
0,1,0,0.489351436944664,0.510648563055336,0.580099821465504,22,0,-0.068421052631579,0.0386975808462812,NaN,NaN,0.498225391549393,NaN
1,1,1,0.486631971166592,0.513368028833408,0.584134245950316,23,1,0.1,0.0485845238170351,NaN,NaN,0.497858446554197,NaN
0,1,0,0.463143473562403,0.536856526437597,0.572880327304957,24,0,-0.1,0.134161723978609,NaN,NaN,0.49379820787965,NaN
1,0,0,0.526237415786184,0.473762584213816,0.564807157749491,25,0,0.0157894736842105,-0.095421594016879,NaN,NaN,0.503824382900267,NaN
0,0,1,0.497060381659914,0.502939618340086,0.499020127219971,1,1,-0.0157894736842105,0.0106812775996211,NaN,NaN,0.5,NaN
1,0,0,0.648791019751966,0.351208980248034,0.449452599126039,2,0,0.068421052631579,-0.557466320212637,NaN,NaN,0.499708407459665,NaN
0,1,0,0.464105214063156,0.535894785936844,0.437932549303901,3,0,-0.0368421052631579,0.130648663072997,NaN,NaN,0.503628776268069,NaN
1,0,0,0.522827605576246,0.477172394423754,0.430668891478359,4,0,0.0263157894736842,-0.0830020981951612,NaN,NaN,0.497166297432773,NaN
1,0,0,0.393413643219959,0.606586356780041,0.465559846724564,5,0,0.00526315789473684,0.393303596412905,NaN,NaN,0.514779500537687,NaN
0,0,1,0.514301098160362,0.485698901839638,0.470204497692556,6,1,-0.0368421052631579,-0.0519774412176066,NaN,NaN,0.4990149359747,NaN
1,1,1,0.438910797066584,0.561089202933416,0.490191741624372,7,1,0.0157894736842105,0.22308106381633,NaN,NaN,0.503640366973925,NaN
0,0,1,0.50453969933957,0.49546030066043,0.491671904082324,8,1,-0.0789473684210526,-0.0164955295480916,NaN,NaN,0.49991094691186,NaN
0,0,1,0.439555143678987,0.560444856321013,0.472003523318156,9,1,-0.00526315789473684,0.220704785497806,NaN,NaN,0.501006781122343,NaN
1,1,1,0.579276335301371,0.420723664698629,0.446564053703597,10,1,0.0473684210526316,-0.290498151197786,NaN,NaN,0.495561083854626,NaN
1,0,0,0.408639801868605,0.591360198131396,0.476179653197737,11,0,0.1,0.335721866250881,NaN,NaN,0.509763837281956,NaN
1,0,0,0.49620892944613,0.50379107055387,0.477399587122167,12,0,0.0789473684210526,0.0137751847852939,NaN,NaN,0.50018060923069,NaN
1,0,0,0.521981650163392,0.478018349836608,0.470339835728341,13,0,0.0578947368421053,-0.0799221311007384,NaN,NaN,0.499006411261142,NaN
1,0,0,0.513420818101038,0.486579181898962,0.466040406478621,14,0,0.0157894736842105,-0.0487764720372076,NaN,NaN,0.499203872660926,NaN
0,1,0,0.530478861266895,0.469521138733105,0.475840315503931,15,0,-0.068421052631579,-0.11088269500138,NaN,NaN,0.497929900520763,NaN
0,1,0,0.659997958739763,0.340002041260237,0.528064607172988,16,0,-0.00526315789473684,-0.602473366334703,NaN,NaN,0.492268999593665,NaN
1,0,0,0.435744846488114,0.564255153511886,0.548242503755419,17,0,0.00526315789473684,0.234767913581164,NaN,NaN,0.496393408715698,NaN
0,1,0,0.493077721910812,0.506922278089188,0.546079333086534,18,0,-0.00526315789473684,0.0251538229141192,NaN,NaN,0.499332103946573,NaN
1,1,1,0.406240044735868,0.593759955264132,0.57488465884949,19,1,0.0473684210526316,0.344750271538951,NaN,NaN,0.491359207582411,NaN
1,0,0,0.482424554220474,0.517575445779526,0.580185000636028,20,0,0.0368421052631579,0.0638869619869332,NaN,NaN,0.497367737477345,NaN
0,0,1,0.561662417903834,0.438337582096166,0.598401237188035,21,1,-0.1,-0.225195653696392,NaN,NaN,0.509888802037676,NaN
0,0,1,0.55995427807733,0.44004572192267,0.615583713778406,22,1,-0.1,-0.218896090976764,NaN,NaN,0.51179915027505,NaN
1,1,1,0.482424688065302,0.517575311934698,0.620545744508729,23,1,0.0157894736842105,0.0638864750589019,NaN,NaN,0.495937160351547,NaN
1,0,0,0.543611957248552,0.456388042751448,0.607983526585662,24,0,0.0789473684210526,-0.158867760740224,NaN,NaN,0.510514471712019,NaN
0,0,1,0.468439996798926,0.531560003201074,0.598767408418479,25,1,-0.0473684210526316,0.11482619401338,NaN,NaN,0.493184079110586,NaN
0,0,1,0.422181338533748,0.577818661466252,0.474060446177916,1,1,-0.0894736842105263,0.285067900568558,NaN,NaN,0.5,NaN
0,0,1,0.488320250192303,0.511679749807697,0.470203305961474,2,1,-0.068421052631579,0.0424462827232272,NaN,NaN,0.50060593499753,NaN
1,0,0,0.508583783370599,0.491416216629401,0.467372654385975,3,0,0.00526315789473684,-0.0311923861929498,NaN,NaN,0.499488463266427,NaN
0,0,1,0.393608177283408,0.606391822716592,0.432778787286498,4,1,-0.0578947368421053,0.392563232596734,NaN,NaN,0.506942565540561,NaN
0,1,0,0.530302958207153,0.469697041792847,0.442540047434166,5,0,-0.0789473684210526,-0.110241182577344,NaN,NaN,0.495925996801017,NaN
0,1,0,0.652046430875089,0.347953569124911,0.493304660811604,6,0,-0.0789473684210526,-0.570469712157098,NaN,NaN,0.482526838588226,NaN
1,0,0,0.476177978617514,0.523822021382486,0.501067600328234,7,0,0.1,0.0866231920116351,NaN,NaN,0.500318993026618,NaN
0,0,1,0.511288068533187,0.488711931466813,0.504743652361526,8,1,-0.0578947368421053,-0.0410223521359204,NaN,NaN,0.500024102291342,NaN
0,0,1,0.389798373992424,0.610201626007576,0.468786355360298,9,1,-0.1,0.407086370566137,NaN,NaN,0.49895448359309,NaN
0,1,0,0.587270268274763,0.412729731725237,0.497127024551161,10,0,-0.0263157894736842,-0.320372050670966,NaN,NaN,0.49455195371692,NaN
1,1,1,0.62833804449229,0.37166195550771,0.455846177961686,11,1,0.00526315789473684,-0.476963686386882,NaN,NaN,0.499262575898043,NaN
0,0,1,0.491914063328487,0.508085936671513,0.453304826002901,12,1,-0.0578947368421053,0.0293829494779066,NaN,NaN,0.500714050017614,NaN
1,1,1,0.577574148726457,0.422425851273543,0.429279151055423,13,1,0.0789473684210526,-0.284157517168811,NaN,NaN,0.492755323255082,NaN
1,0,0,0.412107117119403,0.587892882880597,0.456926368707204,14,0,0.0894736842105263,0.322705803813127,NaN,NaN,0.512431718587004,NaN
1,0,0,0.49126409261034,0.50873590738966,0.459661208834229,15,0,0.0578947368421053,0.0317452970320591,NaN,NaN,0.50075257450782,NaN
0,0,1,0.40480944525522,0.59519055474478,0.430308415669932,16,1,-0.0578947368421053,0.350140470540866,NaN,NaN,0.507679743817607,NaN
1,1,1,0.505178306610555,0.494821693389445,0.428735257689848,17,1,0.0578947368421053,-0.0188161393201277,NaN,NaN,0.499278231216327,NaN
0,1,0,0.619111173069784,0.380888826930216,0.46618456212815,18,0,-0.0578947368421053,-0.441253849471379,NaN,NaN,0.483023145889844,NaN
