ID	choice	rt	choice_cond	state	contrast_left	contrast_right	mu	correct	trials	blocks	contrast	congruence	con_diff_choice	ecoperf
255	1	[836.9000000059605]	2	1	0.508102490939978	0.491897509060021	63	0	1	1	1	1	0.0162049818799569	0
255	1	[427]	2	0	0.419619379436841	0.580380620563158	87	1	2	1	1	1	0.160761241126317	1
255	0	[365.3999999985099]	2	1	0.541676775189731	0.458323224810268	97	1	3	1	1	1	0.083353550379463	1
255	1	[681]	2	0	0.484786659549978	0.515213340450021	91	1	4	1	1	1	0.030426680900043	1
255	0	[414.19999999552965]	2	1	0.530592381857763	0.469407618142236	92	1	5	1	1	1	0.061184763715527	1
255	1	[427.80000000447035]	2	0	0.422280164730364	0.577719835269635	85	1	6	1	1	1	0.155439670539271	1
255	1	[642]	2	0	0.419920550969186	0.580079449030813	90	1	7	1	1	1	0.160158898061627	1
255	1	[668.6000000014901]	2	0	0.452463167663311	0.547536832336688	89	1	8	1	1	1	0.095073664673377	1
255	0	[581]	2	1	0.56299713880807	0.437002861191929	95	1	9	1	1	1	0.125994277616141	1
255	1	[401.19999999552965]	2	0	0.400760501116998	0.599239498883001	88	1	10	1	1	1	0.198478997766003	1
255	0	[455.40000000596046]	2	1	0.57166717163058	0.428332828369419	91	1	11	1	1	1	0.143334343261161	1
255	0	[756.3999999985099]	2	1	0.526321362978346	0.473678637021653	100	1	12	1	1	1	0.0526427259566929	1
255	1	[451.29999999701977]	2	0	0.424547416341411	0.575452583658588	94	1	13	1	1	1	0.150905167317177	1
255	0	[553.2000000029802]	2	1	0.545494910371501	0.454505089628498	90	1	14	1	1	1	0.090989820743003	1
255	0	[632.5]	2	1	0.502054146236047	0.497945853763952	91	1	15	1	1	1	0.00410829247209504	1
255	1	[635]	2	0	0.474935609714168	0.525064390285831	87	1	16	1	1	1	0.050128780571663	1
255	0	[468]	2	1	0.565381551566768	0.434618448433231	85	1	17	1	1	1	0.130763103133537	1
255	0	[758]	2	1	0.523306674733612	0.476693325266387	90	1	18	1	1	1	0.046613349467225	1
255	1	[623.7000000029802]	2	0	0.435763046484466	0.564236953515533	95	1	19	1	1	1	0.128473907031067	1
255	0	[465.5]	2	1	0.589577240591812	0.410422759408187	95	0	20	1	1	1	0.179154481183625	1
255	1	[864.5]	2	0	0.480657578717703	0.519342421282296	94	0	21	1	1	1	0.038684842564593	1
255	1	[720.5]	2	0	0.497764552306168	0.502235447693832	96	0	22	1	1	1	0.00447089538766399	1
255	0	[669]	2	1	0.521758943659958	0.478241056340041	92	0	23	1	1	1	0.043517887319917	1
255	1	[421.3999999985099]	2	0	0.403127475948391	0.596872524051608	93	0	24	1	1	1	0.193745048103217	1
255	0	[853.3000000044703]	2	1	0.527956249179022	0.472043750820977	95	0	25	1	1	1	0.055912498358045	1
255	1	[450.70000000298023]	1	0	0.410750401694609	0.58924959830539	91	1	1	2	1	1	0.178499196610781	1
255	0	[440]	1	1	0.574128245992243	0.425871754007756	89	1	2	2	1	1	0.148256491984487	1
255	0	[428.80000000447035]	1	1	0.518125941277907	0.481874058722092	93	1	3	2	1	1	0.036251882555815	1
255	1	[403.8999999985099]	1	0	0.415869089851578	0.584130910148421	86	1	4	2	1	1	0.168261820296843	1
255	1	[437.1000000014901]	1	0	0.448737770050542	0.551262229949457	93	1	5	2	1	1	0.102524459898915	1
255	1	[439.09999999403954]	1	0	0.413899534559123	0.586100465440876	81	0	6	2	1	1	0.172200930881753	1
255	0	[596.8999999985099]	1	1	0.517347734571529	0.48265226542847	40	0	7	2	1	1	0.034695469143059	1
255	1	[488.09999999403954]	1	1	0.527200463896985	0.472799536103014	62	0	8	2	1	1	0.054400927793971	0
255	0	[448.70000000298023]	1	1	0.549698568458798	0.450301431541201	78	1	9	2	1	1	0.0993971369175971	1
255	0	[435.5]	1	1	0.522561931766223	0.477438068233776	80	1	10	2	1	1	0.045123863532447	1
255	1	[439.30000000447035]	1	0	0.44193904612426	0.558060953875739	88	1	11	2	1	1	0.116121907751479	1
255	1	[402]	1	0	0.444593574140149	0.55540642585985	70	0	12	2	1	1	0.110812851719701	1
255	0	[710.5999999940395]	1	1	0.542553585283544	0.457446414716456	79	0	13	2	1	1	0.0851071705670881	1
255	0	[712.8999999985099]	1	1	0.553727788817962	0.446272211182037	87	1	14	2	1	1	0.107455577635925	1
255	1	[508.69999999552965]	1	0	0.409439492100284	0.590560507899715	88	1	15	2	1	1	0.181121015799431	1
255	0	[883.8000000044703]	1	1	0.507628057744265	0.492371942255734	86	1	16	2	1	1	0.015256115488531	1
255	0	[450.5]	1	1	0.568942003924217	0.431057996075782	63	0	17	2	1	1	0.137884007848435	1
255	0	[468]	1	1	0.5907490884732	0.4092509115268	70	1	18	2	1	1	0.1814981769464	1
255	1	[501.5]	1	0	0.475908823055068	0.524091176944931	72	1	19	2	1	1	0.048182353889863	1
255	1	[807.7999999970198]	1	1	0.513400948434115	0.486599051565884	78	1	20	2	1	1	0.026801896868231	0
255	0	[689.6999999955297]	1	0	0.489647293341631	0.510352706658368	79	1	21	2	1	1	0.020705413316737	0
255	0	[570.1999999955297]	1	1	0.572728544339441	0.427271455660558	86	1	22	2	1	1	0.145457088678883	1
255	1	[930.5]	1	0	0.473191167280139	0.52680883271986	69	0	23	2	1	1	0.053617665439721	1
255	1	[496]	1	0	0.484025469735921	0.515974530264078	82	0	24	2	1	1	0.031949060528157	1
255	1	[473.6000000014901]	1	0	0.406949368799241	0.593050631200758	90	0	25	2	1	1	0.186101262401517	1
255	1	[690.3999999985099]	1	0	0.458033260955463	0.541966739044536	69	0	1	3	0	1	0.083933478089073	0
255	1	[398.6000000014901]	1	1	0.578978357548656	0.421021642451343	80	1	2	3	0	1	0.157956715097313	1
255	1	[398.8999999985099]	1	1	0.597973557023249	0.40202644297675	66	0	3	3	0	1	0.195947114046499	1
255	0	[356.1000000014901]	1	1	0.519406032622892	0.480593967377107	72	0	4	3	0	1	0.038812065245785	0
255	1	[427.30000000447035]	1	1	0.500537965167843	0.499462034832156	81	1	5	3	0	1	0.00107593033568698	1
255	1	[479.70000000298023]	1	1	0.58639789735332	0.413602102646679	51	0	6	3	0	1	0.172795794706641	1
255	0	[518.2999999970198]	1	0	0.405780122545792	0.594219877454207	55	1	7	3	0	1	0.188439754908415	1
255	0	[754.3999999985099]	1	0	0.47062790874323	0.529372091256769	44	0	8	3	0	1	0.058744182513539	1
255	1	[403.80000000447035]	1	0	0.441613564664518	0.558386435335481	54	0	9	3	0	1	0.116772870670963	0
255	0	[472.5]	1	0	0.431553227387439	0.56844677261256	57	1	10	3	0	1	0.136893545225121	1
255	0	[492.8999999985099]	1	0	0.416380358658797	0.583619641341202	60	1	11	3	0	1	0.167239282682405	1
255	0	[601.7999999970198]	1	0	0.477789756565066	0.522210243434933	56	0	12	3	0	1	0.044420486869867	1
255	0	[471.29999999701977]	1	0	0.402977048295041	0.597022951704959	61	1	13	3	0	1	0.194045903409918	1
255	1	[460.20000000298023]	1	1	0.599594142953929	0.400405857046071	62	1	14	3	0	1	0.199188285907858	1
255	1	[459.59999999403954]	1	1	0.51374265971955	0.486257340280449	53	0	15	3	0	1	0.027485319439101	1
255	1	[627.2000000029802]	1	1	0.589213147467435	0.410786852532564	66	1	16	3	0	1	0.178426294934871	1
255	1	[482.1000000014901]	1	1	0.573814552823683	0.426185447176316	70	1	17	3	0	1	0.147629105647367	1
255	1	[547.0999999940395]	1	1	0.525048471639872	0.474951528360127	72	1	18	3	0	1	0.050096943279745	1
255	0	[510.8999999985099]	1	0	0.459374385098493	0.540625614901506	72	1	19	3	0	1	0.081251229803013	1
255	0	[728]	1	0	0.479013015220299	0.5209869847797	73	0	20	3	0	1	0.041973969559401	1
255	1	[423.29999999701977]	1	1	0.523368113041357	0.476631886958642	58	0	21	3	0	1	0.046736226082715	1
255	1	[397.69999999552965]	1	1	0.522780785512915	0.477219214487084	72	1	22	3	0	1	0.045561571025831	1
255	0	[447]	1	0	0.418666639099369	0.58133336090063	74	1	23	3	0	1	0.162666721801261	1
255	0	[461.79999999701977]	1	0	0.481694409471667	0.518305590528332	58	0	24	3	0	1	0.0366111810566651	1
255	0	[454.70000000298023]	1	0	0.449279683865814	0.550720316134185	61	1	25	3	0	1	0.101440632268371	1
