ID	choice	rt	condition_int	state	contrast_left	contrast_right	reward	trials	blocks	contrast	ecoperf
188	1	625.30000001192	1	1	0.539708018297978	0.460291981702021	1	1	1	0	1
188	0	441.699999988079	1	0	0.430897548114179	0.56910245188582	0	2	1	0	1
188	1	611.40000000596	1	1	0.523719120851174	0.476280879148825	1	3	1	0	1
188	0	588.799999982118	1	0	0.496288267267898	0.503711732732101	0	4	1	0	1
188	0	524	1	0	0.454315040790144	0.545684959209855	0	5	1	0	1
188	1	495.40000000596	1	1	0.562635176842928	0.437364823157071	1	6	1	0	1
188	1	532.699999988079	1	1	0.570665867608252	0.429334132391747	1	7	1	0	1
188	0	557.600000023841	1	0	0.473412537598686	0.526587462401313	0	8	1	0	1
188	1	528.700000017881	1	1	0.572214018697765	0.427785981302234	1	9	1	0	1
188	0	582.699999988079	1	0	0.481690631232762	0.518309368767237	0	10	1	0	1
188	1	505.80000001192	1	1	0.526431421895068	0.473568578104931	1	11	1	0	1
188	0	313	1	1	0.509815764970436	0.490184235029563	1	12	1	0	0
188	1	400	1	1	0.545950296855273	0.454049703144726	1	13	1	0	1
188	0	412.200000017881	1	0	0.460245581144991	0.539754418855008	0	14	1	0	1
188	1	371.40000000596	1	1	0.534473805337282	0.465526194662718	1	15	1	0	1
188	0	374.699999988079	1	0	0.46145472922335	0.538545270776649	0	16	1	0	1
188	1	337.699999988079	1	0	0.457974754104484	0.542025245895515	0	17	1	0	0
188	0	431.599999994039	1	0	0.481787292681841	0.518212707318158	0	18	1	0	1
188	1	337.699999988079	1	1	0.566950477734394	0.433049522265605	1	19	1	0	1
188	0	308.200000017881	1	1	0.574835319406836	0.425164680593163	1	20	1	0	0
188	0	601.200000017881	1	0	0.466878334852866	0.533121665147134	0	21	1	0	1
188	0	308.40000000596	1	1	0.506256412770426	0.493743587229573	1	22	1	0	0
188	1	304.5	1	0	0.469007292942476	0.530992707057523	0	23	1	0	0
188	0	540.199999988079	1	0	0.491240677058175	0.508759322941824	0	24	1	0	1
188	1	720.599999994039	1	1	0.55847761884484	0.441522381155159	1	25	1	0	1
188	0	934.80000001192	1	0	0.471557762647626	0.528442237352374	1	1	2	1	0
188	0	622.200000017881	1	0	0.439520351126368	0.560479648873631	1	2	2	1	0
188	1	480.199999988079	1	1	0.570435566750757	0.429564433249242	0	3	2	1	0
188	0	668.30000001192	1	1	0.568704328715281	0.431295671284718	0	4	2	1	1
188	1	562	1	1	0.528302034146525	0.471697965853474	0	5	2	1	0
188	0	303	1	0	0.472358132852255	0.527641867147744	1	6	2	1	0
188	1	313.599999994039	1	0	0.495499296654555	0.504500703345444	1	7	2	1	1
188	0	295.700000017881	1	0	0.477049807333072	0.522950192666927	1	8	2	1	0
188	1	287.099999994039	1	1	0.569585338597294	0.430414661402705	0	9	2	1	0
188	0	431.599999994039	1	1	0.544878825237967	0.455121174762032	0	10	2	1	1
188	0	530.699999988079	1	1	0.565306742573892	0.434693257426107	0	11	2	1	1
188	0	941.200000017881	1	1	0.541912996909628	0.458087003090371	0	12	2	1	1
188	0	680.699999988079	1	1	0.544952715383406	0.455047284616593	0	13	2	1	1
188	0	708	1	1	0.517078592754068	0.482921407245931	0	14	2	1	1
188	1	578.5	1	0	0.490724481164748	0.509275518835251	1	15	2	1	1
188	0	374.599999994039	1	0	0.432197379618853	0.567802620381146	1	16	2	1	0
188	1	554.299999982118	1	0	0.46489970486449	0.535100295135509	1	17	2	1	1
188	1	739.90000000596	1	0	0.430021329250437	0.569978670749562	1	18	2	1	1
188	0	541	1	1	0.575465940190667	0.424534059809332	0	19	2	1	1
188	1	575.40000000596	1	0	0.483713961636945	0.516286038363054	1	20	2	1	1
188	0	429.199999988079	1	1	0.514025517347964	0.485974482652035	0	21	2	1	1
188	0	572.399999976158	1	0	0.453107715209831	0.546892284790168	1	22	2	1	0
188	1	601.5	1	1	0.511937679169219	0.48806232083078	0	23	2	1	0
188	1	488.5	1	0	0.440212689020638	0.559787310979361	1	24	2	1	1
188	0	284.199999988079	1	1	0.506604845675527	0.493395154324473	0	25	2	1	1
188	1	587.599999994039	4	0	0.19299389693354	0.807006103066459	1	1	3	1	1
188	0	511.899999976158	4	1	0.852682123959947	0.147317876040052	0	2	3	1	1
188	0	545.799999982118	4	1	0.864368663317766	0.135631336682233	0	3	3	1	1
188	1	497.80000001192	4	0	0.176392982643291	0.823607017356708	1	4	3	1	1
188	1	768.90000000596	4	0	0.15599216500808	0.84400783499192	1	5	3	1	1
188	0	456.700000017881	4	1	0.841034424457309	0.15896557554269	0	6	3	1	1
188	1	317.099999994039	4	0	0.121060200350751	0.878939799649248	1	7	3	1	1
188	1	528.199999988079	4	0	0.127350186824253	0.872649813175746	1	8	3	1	1
188	1	467.799999982118	4	0	0.138712894283281	0.861287105716718	1	9	3	1	1
188	0	470.90000000596	4	1	0.863897370104159	0.13610262989584	0	10	3	1	1
188	1	440.40000000596	4	0	0.179592240197916	0.820407759802083	1	11	3	1	1
188	1	483.80000001192	4	0	0.150969315239257	0.849030684760742	1	12	3	1	1
188	0	512.599999994039	4	1	0.80869093680348	0.191309063196519	0	13	3	1	1
188	0	607.100000023841	4	1	0.863893134170348	0.136106865829651	0	14	3	1	1
188	1	394.099999994039	4	0	0.165066492838786	0.834933507161213	1	15	3	1	1
188	0	362.40000000596	4	1	0.863113857124376	0.136886142875623	0	16	3	1	1
188	0	496.699999988079	4	1	0.839729968565844	0.160270031434155	0	17	3	1	1
188	1	355.90000000596	4	0	0.16316510427577	0.83683489572423	1	18	3	1	1
188	0	387.30000001192	4	1	0.821208197730545	0.178791802269454	0	19	3	1	1
188	0	434	4	1	0.853032869111335	0.146967130888664	0	20	3	1	1
188	0	398.599999994039	4	1	0.861492444823915	0.138507555176084	0	21	3	1	1
188	1	457.299999982118	4	0	0.196630159328524	0.803369840671475	1	22	3	1	1
188	0	365.90000000596	4	1	0.869577645634986	0.130422354365013	0	23	3	1	1
188	0	479	4	1	0.815382786790276	0.184617213209723	0	24	3	1	1
188	1	367.700000017881	4	0	0.127993621455351	0.872006378544648	1	25	3	1	1
188	0	519.600000023841	4	1	0.875224165884325	0.124775834115674	1	1	4	0	0
188	1	635.099999994039	4	1	0.832556965748407	0.167443034251592	1	2	4	0	1
188	0	489.099999994039	4	0	0.191747031102194	0.808252968897805	0	3	4	0	1
188	1	464.700000017881	4	1	0.819543540001009	0.18045645999899	1	4	4	0	1
188	0	457.40000000596	4	0	0.197532245033542	0.802467754966457	0	5	4	0	1
188	0	496	4	0	0.149461875887238	0.850538124112761	0	6	4	0	1
188	1	607.40000000596	4	1	0.838551233895156	0.161448766104844	1	7	4	0	1
188	1	519.5	4	1	0.866624431019978	0.133375568980021	1	8	4	0	1
188	1	458.899999976158	4	1	0.851754560915661	0.148245439084338	1	9	4	0	1
188	0	607.199999988079	4	0	0.173101070868388	0.826898929131611	0	10	4	0	1
188	0	503.399999976158	4	0	0.182102611467016	0.817897388532983	0	11	4	0	1
188	0	506.699999988079	4	0	0.145498917058367	0.854501082941632	0	12	4	0	1
188	1	501.099999994039	4	1	0.845716343127476	0.154283656872523	1	13	4	0	1
188	0	413.600000023841	4	0	0.186926852091051	0.813073147908948	0	14	4	0	1
188	1	432.700000017881	4	1	0.845735700958486	0.154264299041513	1	15	4	0	1
188	0	551.599999994039	4	0	0.12590133035827	0.874098669641729	0	16	4	0	1
188	0	526.099999994039	4	0	0.174997131201247	0.825002868798752	0	17	4	0	1
188	0	496.599999994039	4	0	0.128724028131272	0.871275971868727	0	18	4	0	1
188	1	496	4	1	0.832024982662056	0.167975017337943	1	19	4	0	1
188	1	483.199999988079	4	1	0.86445426149013	0.135545738509869	1	20	4	0	1
188	0	454.099999994039	4	0	0.131448103983392	0.868551896016607	0	21	4	0	1
188	0	455.700000017881	4	0	0.169024595842075	0.830975404157924	0	22	4	0	1
188	1	432.40000000596	4	1	0.875284979666404	0.124715020333595	1	23	4	0	1
188	1	561.80000001192	4	1	0.834108257337473	0.165891742662527	1	24	4	0	1
188	0	481	4	0	0.12420736852028	0.875792631479719	0	25	4	0	1
188	1	638.5	2	0	0.423203712331909	0.576796287668091	0	1	5	0	0
188	0	785.099999994039	2	1	0.50975506191913	0.490244938080869	1	2	5	0	0
188	1	741.5	2	1	0.577203434798014	0.422796565201985	1	3	5	0	1
188	0	599.30000001192	2	0	0.424877108619759	0.57512289138024	0	4	5	0	1
188	0	691.199999988079	2	0	0.475663521682388	0.524336478317611	0	5	5	0	1
188	1	954.099999994039	2	1	0.501095588133468	0.498904411866531	1	6	5	0	1
188	1	838.40000000596	2	1	0.57000671690735	0.429993283092649	1	7	5	0	1
188	1	563.700000017881	2	1	0.57908460731013	0.420915392689869	1	8	5	0	1
188	0	532.80000001192	2	0	0.447407381930926	0.552592618069073	0	9	5	0	1
188	1	592	2	1	0.565350994904566	0.434649005095433	1	10	5	0	1
188	1	939.100000023841	2	1	0.51369023015328	0.486309769846719	1	11	5	0	1
188	0	481.90000000596	2	0	0.444478365947189	0.55552163405281	0	12	5	0	1
188	0	601.80000001192	2	0	0.463002680987172	0.536997319012827	0	13	5	0	1
