ID	choice	rt	condition_int	state	contrast_left	contrast_right	reward	trials	blocks	contrast	ecoperf
149	1	703	4	0	0.153826033563555	0.846173966436444	0	1	1	0	0
149	0	523	4	0	0.139293580556714	0.860706419443285	0	2	1	0	1
149	0	508	4	0	0.129533051465694	0.870466948534306	0	3	1	0	1
149	1	448	4	1	0.825604549095813	0.174395450904186	1	4	1	0	1
149	0	375	4	0	0.13283125961366	0.867168740386339	0	5	1	0	1
149	1	418	4	1	0.835757625648895	0.164242374351104	1	6	1	0	1
149	0	409	4	0	0.196062579808019	0.80393742019198	0	7	1	0	1
149	0	508	4	0	0.184926473496539	0.81507352650346	0	8	1	0	1
149	0	379	4	0	0.152604707263267	0.847395292736732	0	9	1	0	1
149	1	408	4	1	0.863163308623247	0.136836691376752	1	10	1	0	1
149	1	489	4	1	0.877504673934976	0.122495326065023	1	11	1	0	1
149	1	470	4	1	0.812812900436006	0.187187099563993	1	12	1	0	1
149	0	420	4	0	0.123944791158034	0.876055208841965	0	13	1	0	1
149	1	478	4	1	0.870180623080376	0.129819376919623	1	14	1	0	1
149	0	423	4	0	0.133651715961738	0.866348284038261	0	15	1	0	1
149	1	387	4	1	0.804603889461546	0.195396110538453	1	16	1	0	1
149	0	417	4	0	0.184828742376159	0.81517125762384	0	17	1	0	1
149	1	483	4	1	0.844891033180205	0.155108966819794	1	18	1	0	1
149	0	444	4	0	0.152230025488832	0.847769974511168	0	19	1	0	1
149	1	493	4	1	0.86792539049198	0.132074609508019	1	20	1	0	1
149	1	488	4	1	0.84633384124225	0.153666158757749	1	21	1	0	1
149	0	405	4	0	0.133143850311056	0.866856149688943	0	22	1	0	1
149	1	444	4	1	0.820967418836501	0.179032581163498	1	23	1	0	1
149	1	441	4	1	0.879404882563464	0.120595117436535	1	24	1	0	1
149	1	408	4	1	0.876591635117423	0.123408364882576	1	25	1	0	1
149	1	419	4	0	0.173135373128227	0.826864626871772	1	1	2	1	1
149	0	437	4	1	0.859327270974322	0.140672729025677	0	2	2	1	1
149	1	412	4	0	0.182282430257153	0.817717569742846	1	3	2	1	1
149	1	403	4	0	0.14380263080762	0.856197369192379	1	4	2	1	1
149	0	401	4	1	0.829020828859538	0.170979171140462	0	5	2	1	1
149	0	414	4	1	0.823298477082121	0.176701522917878	0	6	2	1	1
149	1	377	4	0	0.1565456531391	0.843454346860899	1	7	2	1	1
149	0	375	4	1	0.861963467028869	0.13803653297113	0	8	2	1	1
149	1	361	4	0	0.152827778281177	0.847172221718822	1	9	2	1	1
149	0	338	4	1	0.835671917005773	0.164328082994226	0	10	2	1	1
149	1	335	4	0	0.128891543877095	0.871108456122904	1	11	2	1	1
149	0	321	4	1	0.867589652745883	0.132410347254116	0	12	2	1	1
149	0	434	4	1	0.853074441597962	0.146925558402037	0	13	2	1	1
149	0	404	4	1	0.843640681921959	0.15635931807804	0	14	2	1	1
149	0	405	4	1	0.836387015217755	0.163612984782244	0	15	2	1	1
149	1	422	4	0	0.176269501044609	0.82373049895539	1	16	2	1	1
149	1	385	4	0	0.126738793355302	0.873261206644697	1	17	2	1	1
149	1	428	4	0	0.144486414618621	0.855513585381378	1	18	2	1	1
149	1	394	4	0	0.191790956205802	0.808209043794197	1	19	2	1	1
149	1	376	4	0	0.153606705812473	0.846393294187526	1	20	2	1	1
149	0	363	4	1	0.8717152722969	0.128284727703099	0	21	2	1	1
149	0	351	4	1	0.879444233911623	0.120555766088376	0	22	2	1	1
149	1	419	4	0	0.186051667918903	0.813948332081096	1	23	2	1	1
149	0	372	4	1	0.841041877959978	0.158958122040021	0	24	2	1	1
149	1	372	4	0	0.145493288362338	0.854506711637661	1	25	2	1	1
149	1	549	3	1	0.862724747993932	0.137275252006067	0	1	3	1	0
149	1	507	3	0	0.18019779541832	0.819802204581679	1	2	3	1	1
149	1	502	3	0	0.190930559002746	0.809069440997253	1	3	3	1	1
149	1	365	3	0	0.158747040059856	0.841252959940143	1	4	3	1	1
149	1	711	3	0	0.151749855027418	0.848250144972581	1	5	3	1	1
149	0	556	3	1	0.821608477844009	0.17839152215599	0	6	3	1	1
149	0	613	3	1	0.835634345744002	0.164365654255997	0	7	3	1	1
149	0	385	3	1	0.803782855756211	0.196217144243789	0	8	3	1	1
149	1	418	3	0	0.160731560352474	0.839268439647525	1	9	3	1	1
149	0	480	3	0	0.143261393701687	0.856738606298312	1	10	3	1	0
149	1	452	3	1	0.834922658839328	0.165077341160671	0	11	3	1	0
149	1	517	3	0	0.128557938424189	0.871442061575811	1	12	3	1	1
149	0	404	3	1	0.829908091173425	0.170091908826574	0	13	3	1	1
149	1	321	3	0	0.129507834368838	0.870492165631161	1	14	3	1	1
149	1	378	3	0	0.147802445426831	0.852197554573168	1	15	3	1	1
149	0	339	3	1	0.873252815337682	0.126747184662317	0	16	3	1	1
149	1	338	3	0	0.133638721515863	0.866361278484136	1	17	3	1	1
149	0	345	3	1	0.812936816184476	0.187063183815523	0	18	3	1	1
149	0	372	3	1	0.857916389505568	0.142083610494431	0	19	3	1	1
149	0	345	3	1	0.804933718329095	0.195066281670904	0	20	3	1	1
149	0	338	3	1	0.858935777916254	0.141064222083745	0	21	3	1	1
149	0	319	3	1	0.867295916138255	0.132704083861744	0	22	3	1	1
149	0	290	3	1	0.825192044849478	0.174807955150521	0	23	3	1	1
149	1	447	3	0	0.177119008396377	0.822880991603622	1	24	3	1	1
149	1	385	3	0	0.170623689937215	0.829376310062784	1	25	3	1	1
149	1	718	1	1	0.53187253427525	0.468127465724749	0	1	4	1	0
149	1	949	1	0	0.484128135602913	0.515871864397086	1	2	4	1	1
149	0	742	1	0	0.458424645854496	0.541575354145503	1	3	4	1	0
149	0	689	1	1	0.525752545259003	0.474247454740996	0	4	4	1	1
149	1	687	1	1	0.57901463901437	0.420985360985629	0	5	4	1	0
149	1	591	1	0	0.470336769140689	0.52966323085931	1	6	4	1	1
149	0	827	1	0	0.496892622372804	0.503107377627195	1	7	4	1	0
149	0	903	1	1	0.552706101057058	0.447293898942941	0	8	4	1	1
149	1	452	1	0	0.464396670355566	0.535603329644433	1	9	4	1	1
149	0	393	1	0	0.425275658383194	0.574724341616805	1	10	4	1	0
149	1	439	1	0	0.428031789989564	0.571968210010435	1	11	4	1	1
149	0	628	1	1	0.573395681373452	0.426604318626547	0	12	4	1	1
149	1	561	1	0	0.462980440466108	0.537019559533892	1	13	4	1	1
149	0	509	1	1	0.550451768953099	0.4495482310469	0	14	4	1	1
149	0	671	1	1	0.520497890881254	0.479502109118745	0	15	4	1	1
149	0	684	1	1	0.517751870072041	0.482248129927958	0	16	4	1	1
149	0	499	1	1	0.566645908497442	0.433354091502557	0	17	4	1	1
149	1	458	1	0	0.429454268495359	0.57054573150464	1	18	4	1	1
149	0	545	1	1	0.51874190449683	0.48125809550317	0	19	4	1	1
149	1	439	1	0	0.436906918667125	0.563093081332874	1	20	4	1	1
149	1	421	1	0	0.448986349019126	0.551013650980873	1	21	4	1	1
149	1	509	1	0	0.494387145529082	0.505612854470918	1	22	4	1	1
149	0	495	1	1	0.544098915560348	0.455901084439651	0	23	4	1	1
149	0	568	1	1	0.514328254531853	0.485671745468146	0	24	4	1	1
149	0	482	1	1	0.533534174393181	0.466465825606818	0	25	4	1	1
149	0	505	1	0	0.430114863278731	0.569885136721268	0	1	5	0	1
149	0	607	1	1	0.505715230998168	0.494284769001831	1	2	5	0	0
149	0	539	1	0	0.478961457936936	0.521038542063063	0	3	5	0	1
149	1	988	1	1	0.520471775580758	0.479528224419241	1	4	5	0	1
149	1	550	1	1	0.544184692841101	0.455815307158898	1	5	5	0	1
