ID	choice	rt	condition_int	state	contrast_left	contrast_right	reward	trials	blocks	contrast	ecoperf
12	1	711.670000000158	2	1	0.575268431144448	0.424731568855551	0	1	1	1	0
12	1	616.594999999972	2	0	0.462646188597919	0.53735381140208	1	2	1	1	1
12	1	526.315000000177	2	0	0.426294216384432	0.573705783615567	1	3	1	1	1
12	0	421.725000000325	2	1	0.569018175621754	0.430981824378245	0	4	1	1	1
12	1	571.034999999916	2	0	0.477452368704702	0.522547631295297	1	5	1	1	1
12	0	463.694999999832	2	1	0.579677148683255	0.420322851316744	0	6	1	1	1
12	1	481.110000000335	2	0	0.427659419241501	0.572340580758498	1	7	1	1	1
12	0	578.755000000121	2	1	0.510599258229999	0.48940074177	0	8	1	1	1
12	1	498.570000000298	2	0	0.429506608509071	0.570493391490928	1	9	1	1	1
12	1	605.979999999748	2	0	0.464008061413515	0.535991938586484	1	10	1	1	1
12	1	527.115000000456	2	0	0.454212322226124	0.545787677773875	1	11	1	1	1
12	0	541.07499999972	2	1	0.561378070330432	0.438621929669567	0	12	1	1	1
12	0	470.225000000093	2	1	0.565880551180361	0.434119448819639	0	13	1	1	1
12	1	464.889999999664	2	0	0.424140606951881	0.575859393048118	1	14	1	1	1
12	0	415.494999999646	2	1	0.509600379516838	0.490399620483161	0	15	1	1	1
12	0	599.739999999525	2	0	0.474140870525647	0.525859129474352	1	16	1	1	0
12	1	714.795000000391	2	0	0.48493230328666	0.515067696713339	1	17	1	1	1
12	0	439.510000000242	2	1	0.545330218804017	0.454669781195983	0	18	1	1	1
12	0	426.97499999986	2	1	0.513040060679821	0.486959939320178	0	19	1	1	1
12	0	519.365000000223	2	1	0.526059769832152	0.473940230167847	0	20	1	1	1
12	1	665.139999999897	2	0	0.464170512837302	0.535829487162697	1	21	1	1	1
12	0	518.364999999757	2	1	0.5648082453523	0.435191754647699	0	22	1	1	1
12	1	556.939999999944	2	0	0.475881080065659	0.52411891993434	1	23	1	1	1
